sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
0.8777586495524967,-0.12909672822017296,0.3615692910803757,0.26621400861433847,1
-0.9067506778406792,1.7330257758041463,-1.28240386243527,-1.1797367684652014,0
0.6398240725667408,0.3364338977859074,0.8717678559645413,1.4492646444066895,2
-1.382619831812192,0.3364338977859074,-1.225715133003696,-1.3111868391087962,0
0.1639549185952268,-1.9912192322444922,0.7017016676698195,0.3976640792579332,2
0.1639549185952268,0.8019645237919867,0.4182580205119495,0.5291141499015278,1
-1.1446852548264352,-1.2929232932353727,0.4182580205119495,0.6605642205451222,2
-0.1929469468834082,-1.0601579802323327,-0.14862927380379035,-0.25958627396003964,1
0.5208567840738617,-1.2929232932353727,0.7017016676698195,0.9234643618323113,2
0.5208567840738617,-1.2929232932353727,0.6450129382382457,0.3976640792579332,1
0.2829222070881048,-0.12909672822017296,0.47494674994352326,0.26621400861433847,1
-1.0257179663335572,-2.340367201749053,-0.14862927380379035,-0.25958627396003964,1
-0.3119142353762872,-0.12909672822017296,0.19150310278565336,0.1347639379707441,1
0.7587913610596188,-0.5946273542262533,0.47494674994352326,0.3976640792579332,1
2.1863988229741596,-0.12909672822017296,1.325277691417133,1.4492646444066895,2
-1.0257179663335572,1.0347298367950268,-1.3957813212984178,-1.1797367684652014,0
-1.0257179663335572,0.3364338977859074,-1.4524700507299921,-1.3111868391087962,0
-1.7395216972908272,-0.36186204122321314,-1.339092591866844,-1.3111868391087962,0
-0.07397965839053022,-0.8273926672292924,0.19150310278565336,-0.25958627396003964,1
0.1639549185952268,-0.8273926672292924,0.7583903971013932,0.5291141499015278,1
1.2346605150311327,0.10366858478286721,0.9284565853961155,1.1863645031195007,2
-0.4308815238691652,-1.525688606238413,-0.035251814940642265,-0.25958627396003964,1
0.5208567840738617,-0.8273926672292924,0.6450129382382457,0.7920142911887169,2
0.4018894955809838,0.8019645237919867,0.9284565853961155,1.4492646444066895,2
-1.0257179663335572,0.8019645237919867,-1.225715133003696,-1.048286697821607,0
1.8294969574955247,-0.5946273542262533,1.325277691417133,0.9234643618323113,2
0.4018894955809838,-1.9912192322444922,0.4182580205119495,0.3976640792579332,1
-1.382619831812192,0.3364338977859074,-1.3957813212984178,-1.3111868391087962,0
1.1156932265382538,-0.12909672822017296,0.9851453148276893,1.1863645031195007,2
-1.5015871203050712,0.10366858478286721,-1.28240386243527,-1.3111868391087962,0
1.2346605150311327,0.3364338977859074,1.0985227736908374,1.4492646444066895,2
0.04498763010234881,-0.12909672822017296,0.24819183221722765,0.3976640792579332,1
-0.7877833893478001,-0.8273926672292924,0.07812564392250555,0.26621400861433847,1
-0.9067506778406792,1.7330257758041463,-1.225715133003696,-1.3111868391087962,0
-0.1929469468834082,-0.5946273542262533,0.4182580205119495,0.1347639379707441,1
0.6398240725667408,0.10366858478286721,0.9851453148276893,0.7920142911887169,2
-1.2636525433193142,0.8019645237919867,-1.225715133003696,-1.3111868391087962,0
-1.0257179663335572,1.0347298367950268,-1.225715133003696,-0.7853865565344179,0
1.1156932265382538,0.3364338977859074,1.2119002325539854,1.4492646444066895,2
2.1863988229741596,-1.0601579802323327,1.7787875268697253,1.4492646444066895,2
0.7587913610596188,0.3364338977859074,0.7583903971013932,1.0549144324759059,2
0.1639549185952268,-0.36186204122321314,0.4182580205119495,0.3976640792579332,1
0.9967259380453758,-1.2929232932353727,1.1552115031224113,0.7920142911887169,2
-0.7877833893478001,1.0347298367950268,-1.28240386243527,-1.3111868391087962,0
2.0674315344812806,-0.12909672822017296,1.608721338575003,1.1863645031195007,2
-0.9067506778406792,-1.2929232932353727,-0.4320729209616603,-0.12813620331644496,1
-0.1929469468834082,-1.2929232932353727,0.7017016676698195,1.0549144324759059,2
0.5208567840738617,0.8019645237919867,1.041834044259263,1.580714715050284,2
-0.5498488123620432,0.8019645237919867,-1.28240386243527,-1.048286697821607,0
-0.07397965839053022,-0.8273926672292924,0.07812564392250555,0.0033138673271494307,1
0.6398240725667408,-0.36186204122321314,0.30488056164880145,0.1347639379707441,1
-0.07397965839053022,-1.0601579802323327,0.1348143733540796,0.0033138673271494307,1
0.9967259380453758,0.10366858478286721,0.5316354793750976,0.3976640792579332,1
-0.3119142353762872,-0.36186204122321314,-0.0919405443722163,0.1347639379707441,1
-0.9067506778406792,1.0347298367950268,-1.339092591866844,-1.3111868391087962,0
2.1863988229741596,1.7330257758041463,1.6654100680065773,1.3178145737630953,2
0.1639549185952268,-1.9912192322444922,0.1348143733540796,-0.25958627396003964,1
0.5208567840738617,-1.7584539192414532,0.3615692910803757,0.1347639379707441,1
-0.5498488123620432,1.9657910888071866,-1.1690264035721223,-1.048286697821607,0
-1.0257179663335572,0.5691992107889465,-1.339092591866844,-1.3111868391087962,0
-0.9067506778406792,1.5002604628011071,-1.28240386243527,-1.048286697821607,0
-1.2636525433193142,-0.12909672822017296,-1.339092591866844,-1.1797367684652014,0
1.2346605150311327,0.10366858478286721,0.6450129382382457,0.3976640792579332,1
-1.5015871203050712,0.3364338977859074,-1.339092591866844,-1.3111868391087962,0
1.4725950920168887,-0.12909672822017296,1.2119002325539854,1.1863645031195007,2
0.9967259380453758,0.5691992107889465,1.0985227736908374,1.1863645031195007,2
-0.5498488123620432,1.9657910888071866,-1.3957813212984178,-1.048286697821607,0
